FREQ;ADJUSTMENT;REF_AREA;COUNTERPART_AREA;REF_SECTOR;COUNTERPART_SECTOR;ACCOUNTING_ENTRY;STO;INSTR_ASSET;ACTIVITY;EXPENDITURE;UNIT_MEASURE;PRICES;TRANSFORMATION;TIME_PERIOD;OBS_VALUE;OBS_STATUS;CONF_STATUS;COMMENT_OBS;EMBARGO_DATE;PRE_BREAK_VALUE;COMMENT_DSET;REF_PERIOD_DETAIL;REPYEARSTART;REPYEAREND;TIME_FORMAT;TIME_PER_COLLECT;REF_YEAR_PRICE;DECIMALS;TABLE_IDENTIFIER;TITLE;UNIT_MULT;LAST_UPDATE;COMPILING_ORG;COMMENT_TS;DATA_COMP;CURRENCY;DISS_ORG
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;1999;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2000;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2001;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2002;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2003;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2004;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2005;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2006;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2007;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2008;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2009;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2010;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2011;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2012;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2013;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2014;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2015;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;YA1;_Z;_Z;_Z;XDC;Y;N;2016;0;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;1995;-37006;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;1996;-39432;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;1997;-41078;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;1998;-43228;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;1999;-45747;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2000;-47298;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2001;-48448;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2002;-48552;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2003;-48507;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2004;-49194;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2005;-50143;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2006;-51910;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2007;-53400;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2008;-53219;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2009;-49717;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2010;-49047;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2011;-48363;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2012;-46580;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2013;-45015;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2014;-45315;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2015;-47483;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;L;N;2016;-48815;P;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;1995;-250288;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;1996;-262307;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;1997;-280768;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;1998;-299504;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;1999;-319139;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2000;-344698;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2001;-366727;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2002;-380425;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2003;-389787;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2004;-403072;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2005;-419743;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2006;-445594;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2007;-471803;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2008;-491715;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2009;-475080;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2010;-485829;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2011;-494612;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2012;-496332;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2013;-502166;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2014;-510059;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2015;-525791;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;V;N;2016;-540549;P;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;1995;-2685;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;1996;-2292;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;1997;-2263;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;1998;-2247;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;1999;-2432;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2000;-2448;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2001;-2519;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2002;-2416;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2003;-2434;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2004;-2435;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2005;-2414;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2006;-2454;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2007;-2479;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2008;-2524;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2009;-2689;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2010;-2732;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2011;-2792;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2012;-2788;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2013;-2760;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2014;-2740;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2015;-2760;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;D;D31;_Z;_Z;_Z;XDC;L;N;2016;-2890;P;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;1995;-23439;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;1996;-25656;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;1997;-28068;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;1998;-30315;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;1999;-33106;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2000;-35441;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2001;-40075;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2002;-40707;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2003;-41367;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2004;-43389;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2005;-45548;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2006;-48640;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2007;-50591;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2008;-52525;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2009;-49121;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2010;-49047;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2011;-48727;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2012;-47183;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2013;-49400;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2014;-50462;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2015;-52675;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21X31;_Z;_Z;_Z;XDC;V;N;2016;-55090;P;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;1995;;M;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;1996;-27465;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;1997;-29139;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;1998;-31915;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;1999;-34614;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2000;-36819;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2001;-38939;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2002;-42513;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2003;-43420;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2004;-44781;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2005;-46908;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2006;-49989;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2007;-52914;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2008;-53043;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2009;-51629;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2010;-51241;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2011;-51155;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2012;-49567;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2013;-48174;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2014;-52127;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2015;-55286;A;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;C;D21;_Z;_Z;_Z;XDC;Y;N;2016;-56604;P;F;;;;Excel Template V1.2c;C;;;P1Y;;;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;1995;-345162;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;1996;-357473;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;1997;-372844;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;1998;-389717;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;1999;-409404;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2000;-426757;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2001;-435823;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2002;-436275;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2003;-437513;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2004;-446398;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2005;-456042;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2006;-472088;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2007;-489549;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2008;-497866;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
A;N;NL;W2;S1;S1;B;B1GQ;_Z;_Z;_Z;XDC;L;N;2009;-479109;A;F;;;;Excel Template V1.2c;C;;;P1Y;;2010.0;0;T0101;;6;;;;;;
